id_empresa,municipio,regiao,setor,cnae_grupo,porte,forma_juridica,ano_abertura,idade_anos,faturamento_anual,num_funcionarios,acesso_credito,participou_programa,exporta,nivel_inovacao,situacao_cadastral,sobreviveu_3anos
SC00603,Palhoça,Grande Florianópolis,Comércio Varejista,47,Médio,S/A,2013,11,4800001.0,4.0,0,0,0,1.0,Baixada,0
SC00604,Itajaí,Vale do Itajaí,Alimentação e Hospedagem,56,Médio,S/A,2022,2,4800001.0,5.0,0,1,0,1.0,Ativa,1
SC00605,Joinville,Norte,Alimentação e Hospedagem,56,ME,EI,2014,10,360000.0,8.0,0,0,0,2.0,Ativa,1
SC00606,Criciúma,Sul,Serviços,74,MEI,MEI,2010,14,81000.0,1.0,1,0,0,2.0,Ativa,1
SC00607,Itajaí,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2020,4,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00608,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,Médio,LTDA,2018,6,5881849.37,3.0,0,0,0,2.0,Baixada,0
SC00609,São Bento do Sul,Norte,Comércio Varejista,47,MEI,MEI,2019,5,81000.0,1.0,0,0,0,4.0,Ativa,1
SC00610,Joinville,Norte,Comércio Varejista,47,ME,EI,2011,13,360000.0,4.0,0,0,0,2.0,Ativa,1
SC00611,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2019,5,81000.0,1.0,0,1,0,2.0,Ativa,1
SC00612,Brusque,Vale do Itajaí,Comércio Varejista,47,ME,EI,2018,6,256615.78,3.0,1,0,0,3.0,Ativa,1
SC00613,Brusque,Vale do Itajaí,Serviços,74,MEI,MEI,2017,7,81000.0,1.0,1,0,0,3.0,Ativa,1
SC00614,Florianópolis,Grande Florianópolis,Comércio Varejista,47,ME,SLU,2016,8,360000.0,6.0,1,0,0,5.0,Ativa,1
SC00615,São José,Grande Florianópolis,Indústria Têxtil,13,MEI,MEI,2013,11,81000.0,1.0,0,0,0,4.0,Ativa,1
SC00616,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2022,2,81000.0,1.0,1,0,0,3.0,Ativa,1
SC00617,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2017,7,81000.0,1.0,0,0,0,4.0,Ativa,1
SC00618,Itajaí,Vale do Itajaí,Construção Civil,41,MEI,MEI,2023,1,,1.0,0,1,0,1.0,Ativa,1
SC00619,Criciúma,Sul,Comércio Varejista,47,MEI,MEI,2017,7,81000.0,1.0,0,0,0,5.0,Ativa,1
SC00620,Criciúma,Sul,Tecnologia da Informação,62,MEI,MEI,2013,11,81000.0,1.0,0,0,0,6.0,Ativa,1
SC00621,Chapecó,Oeste,Saúde e Bem-estar,86,MEI,MEI,2011,13,81000.0,1.0,0,0,1,5.0,Ativa,1
SC00622,Florianópolis,Grande Florianópolis,Saúde e Bem-estar,86,MEI,MEI,2020,4,81000.0,1.0,0,1,0,4.0,Ativa,1
SC00623,Palhoça,Grande Florianópolis,Comércio Varejista,47,EPP,LTDA,2010,14,424319.98,4.0,1,0,0,2.0,Ativa,1
SC00624,Florianópolis,Grande Florianópolis,Comércio Varejista,47,EPP,LTDA,2016,8,507084.17,,0,0,0,1.0,Baixada,0
SC00625,Florianópolis,Grande Florianópolis,Indústria Têxtil,13,MEI,MEI,2016,8,81000.0,1.0,0,0,0,5.0,Ativa,1
SC00626,Blumenau,Vale do Itajaí,Agronegócio,01,ME,LTDA,2017,7,360000.0,4.0,0,0,0,3.0,Baixada,0
SC00627,Balneário Camboriú,Vale do Itajaí,Serviços,74,MEI,MEI,2012,12,81000.0,1.0,0,0,0,3.0,Baixada,0
SC00628,Itajaí,Vale do Itajaí,Serviços,74,MEI,MEI,2010,14,81000.0,1.0,0,0,0,0.0,Suspensa,0
SC00629,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2013,11,81000.0,1.0,0,0,0,4.0,Baixada,0
SC00630,Tubarão,Sul,Comércio Varejista,47,MEI,MEI,2015,9,,1.0,0,0,0,3.0,Baixada,0
SC00631,Criciúma,Sul,Alimentação e Hospedagem,56,MEI,MEI,2011,13,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00632,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2020,4,81000.0,1.0,0,1,0,2.0,Ativa,1
SC00633,Florianópolis,Grande Florianópolis,Construção Civil,41,MEI,MEI,2013,11,81000.0,1.0,1,0,0,2.0,Ativa,1
SC00634,São José,Grande Florianópolis,Construção Civil,41,EPP,LTDA,2012,12,689676.03,8.0,0,0,0,5.0,Ativa,1
SC00635,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,ME,SLU,2015,9,325158.01,10.0,1,0,0,4.0,Ativa,1
SC00636,Joinville,Norte,Serviços,74,Médio,LTDA,2021,3,4800001.0,4.0,1,0,0,3.0,Ativa,1
SC00637,Camboriú,Vale do Itajaí,Indústria Têxtil,13,MEI,MEI,2017,7,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00638,Balneário Camboriú,Vale do Itajaí,Tecnologia da Informação,62,MEI,MEI,2019,5,81000.0,1.0,0,0,0,5.0,Ativa,1
SC00639,Florianópolis,Grande Florianópolis,Indústria Metalmecânica,25,EPP,SLU,2017,7,,19.0,0,0,0,4.0,Baixada,0
SC00640,Balneário Camboriú,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2016,8,81000.0,1.0,0,0,0,4.0,Ativa,1
SC00641,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2018,6,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00642,Jaraguá do Sul,Norte,Comércio Varejista,47,MEI,MEI,2019,5,81000.0,1.0,0,1,0,3.0,Baixada,0
SC00643,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,MEI,MEI,2023,1,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00644,Blumenau,Vale do Itajaí,Comércio Varejista,47,ME,LTDA,2019,5,360000.0,3.0,1,0,0,3.0,Ativa,1
SC00645,Florianópolis,Grande Florianópolis,Comércio Varejista,47,EPP,LTDA,2012,12,473720.99,7.0,0,1,0,4.0,Baixada,0
SC00646,Criciúma,Sul,Comércio Varejista,47,EPP,SLU,2015,9,,2.0,0,0,0,4.0,Ativa,1
SC00647,Lages,Serra,Construção Civil,41,MEI,MEI,2016,8,81000.0,1.0,1,0,0,2.0,Suspensa,0
SC00648,Joinville,Norte,Construção Civil,41,MEI,MEI,2020,4,,1.0,0,0,0,1.0,Suspensa,0
SC00649,Florianópolis,Grande Florianópolis,Serviços,74,ME,LTDA,2023,1,81001.0,5.0,0,1,0,3.0,Ativa,1
SC00650,Palhoça,Grande Florianópolis,Alimentação e Hospedagem,56,ME,EI,2010,14,138478.9,3.0,0,0,0,3.0,Suspensa,0
SC00651,Chapecó,Oeste,Saúde e Bem-estar,86,ME,EI,2023,1,186786.31,3.0,0,0,0,5.0,Ativa,1
SC00652,Joinville,Norte,Comércio Varejista,47,EPP,LTDA,2011,13,360001.0,3.0,0,0,0,4.0,Baixada,0
SC00653,Camboriú,Vale do Itajaí,Saúde e Bem-estar,86,ME,LTDA,2013,11,360000.0,3.0,1,0,0,4.0,Ativa,1
SC00654,Joinville,Norte,Indústria Metalmecânica,25,ME,LTDA,2017,7,360000.0,16.0,1,1,0,6.0,Baixada,0
SC00655,São José,Grande Florianópolis,Indústria Têxtil,13,MEI,MEI,2012,12,81000.0,,0,0,0,3.0,Ativa,1
SC00656,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2010,14,81000.0,1.0,0,0,0,4.0,Ativa,1
SC00657,Joinville,Norte,Serviços,74,MEI,MEI,2016,8,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00658,São Bento do Sul,Norte,Alimentação e Hospedagem,56,MEI,MEI,2023,1,81000.0,1.0,1,0,0,2.0,Ativa,1
SC00659,Joinville,Norte,Serviços,74,MEI,MEI,2017,7,81000.0,1.0,0,0,0,5.0,Suspensa,0
SC00660,Camboriú,Vale do Itajaí,Indústria Têxtil,13,EPP,SLU,2010,14,414397.83,17.0,0,0,0,,Baixada,0
SC00661,Itajaí,Vale do Itajaí,Saúde e Bem-estar,86,MEI,MEI,2018,6,81000.0,1.0,0,0,0,3.0,Suspensa,0
SC00662,Blumenau,Vale do Itajaí,Serviços,74,ME,LTDA,2017,7,217374.42,5.0,1,0,0,2.0,Baixada,0
SC00663,Joinville,Norte,Indústria Metalmecânica,25,ME,SLU,2020,4,360000.0,19.0,0,1,0,6.0,Ativa,1
SC00664,Jaraguá do Sul,Norte,Alimentação e Hospedagem,56,ME,LTDA,2015,9,130941.47,3.0,0,0,0,2.0,Ativa,1
SC00665,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2010,14,81000.0,1.0,0,0,0,1.0,Ativa,1
SC00666,Joinville,Norte,Indústria Têxtil,13,MEI,MEI,2018,6,81000.0,1.0,1,0,0,5.0,Ativa,1
SC00667,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2011,13,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00668,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,MEI,MEI,2015,9,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00669,Florianópolis,Grande Florianópolis,Comércio Varejista,47,ME,SLU,2010,14,200135.0,4.0,0,0,0,2.0,Ativa,1
SC00670,Balneário Camboriú,Vale do Itajaí,Serviços,74,Médio,LTDA,2022,2,,4.0,0,0,1,1.0,Ativa,1
SC00671,Blumenau,Vale do Itajaí,Indústria Metalmecânica,25,MEI,MEI,2014,10,81000.0,1.0,1,0,0,5.0,Suspensa,0
SC00672,Balneário Camboriú,Vale do Itajaí,Comércio Varejista,47,ME,LTDA,2020,4,245348.67,3.0,0,0,0,1.0,Ativa,1
SC00673,Jaraguá do Sul,Norte,Serviços,74,MEI,MEI,2012,12,,1.0,0,0,0,2.0,Ativa,1
SC00674,Lages,Serra,Alimentação e Hospedagem,56,MEI,MEI,2017,7,,1.0,1,0,0,3.0,Baixada,0
SC00675,Blumenau,Vale do Itajaí,Indústria Metalmecânica,25,ME,SLU,2022,2,360000.0,15.0,0,0,0,3.0,Ativa,1
SC00676,Tubarão,Sul,Serviços,74,MEI,MEI,2020,4,80517.52,1.0,0,0,0,1.0,Ativa,1
SC00677,Joinville,Norte,Alimentação e Hospedagem,56,ME,EI,2022,2,360000.0,2.0,0,1,0,2.0,Ativa,1
SC00678,Florianópolis,Grande Florianópolis,Serviços,74,ME,LTDA,2019,5,157306.1,6.0,0,1,0,4.0,Ativa,1
SC00679,Florianópolis,Grande Florianópolis,Comércio Varejista,47,ME,EI,2018,6,360000.0,3.0,0,0,0,3.0,Ativa,1
SC00680,Blumenau,Vale do Itajaí,Comércio Varejista,47,ME,LTDA,2011,13,192164.22,2.0,0,0,0,0.0,Baixada,0
SC00681,Brusque,Vale do Itajaí,Agronegócio,01,MEI,MEI,2017,7,81000.0,1.0,1,0,0,5.0,Ativa,1
SC00682,Florianópolis,Grande Florianópolis,Serviços,74,ME,EI,2014,10,360000.0,2.0,0,0,0,4.0,Ativa,1
SC00683,Palhoça,Grande Florianópolis,Indústria Metalmecânica,25,MEI,MEI,2014,10,81000.0,1.0,0,1,0,4.0,Ativa,1
SC00684,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,ME,SLU,2012,12,192567.8,7.0,0,0,0,0.0,Baixada,0
SC00685,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2016,8,81000.0,1.0,0,0,1,5.0,Ativa,1
SC00686,Joinville,Norte,Indústria Têxtil,13,MEI,MEI,2019,5,81000.0,1.0,0,1,0,2.0,Ativa,1
SC00687,Itajaí,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,1,0,0,5.0,Ativa,1
SC00688,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,ME,LTDA,2018,6,,8.0,0,1,0,3.0,Ativa,1
SC00689,Florianópolis,Grande Florianópolis,Construção Civil,41,EPP,LTDA,2013,11,360001.0,8.0,1,0,0,3.0,Ativa,1
SC00690,Joinville,Norte,Indústria Têxtil,13,ME,LTDA,2016,8,360000.0,12.0,1,0,0,5.0,Suspensa,0
SC00691,Joinville,Norte,Tecnologia da Informação,62,Médio,LTDA,2010,14,5414385.86,4.0,0,0,0,8.0,Ativa,1
SC00692,Palhoça,Grande Florianópolis,Alimentação e Hospedagem,56,MEI,MEI,2013,11,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00693,São Bento do Sul,Norte,Comércio Varejista,47,ME,SLU,2011,13,81001.0,4.0,0,0,0,4.0,Ativa,1
SC00694,Camboriú,Vale do Itajaí,Indústria Têxtil,13,ME,LTDA,2014,10,360000.0,6.0,0,0,0,0.0,Baixada,0
SC00695,Blumenau,Vale do Itajaí,Saúde e Bem-estar,86,ME,SLU,2012,12,294651.08,4.0,1,0,0,3.0,Ativa,1
SC00696,Blumenau,Vale do Itajaí,Serviços,74,MEI,MEI,2023,1,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00697,Chapecó,Oeste,Agronegócio,01,EPP,LTDA,2019,5,1282018.95,3.0,1,0,1,4.0,Ativa,1
SC00698,Palhoça,Grande Florianópolis,Comércio Varejista,47,EPP,SLU,2012,12,817122.92,8.0,0,0,0,4.0,Ativa,1
SC00699,Criciúma,Sul,Comércio Varejista,47,ME,SLU,2015,9,310078.2,2.0,1,0,0,0.0,Ativa,1
SC00700,Joinville,Norte,Serviços,74,ME,SLU,2017,7,201987.21,5.0,0,0,0,5.0,Baixada,0
SC00701,Florianópolis,Grande Florianópolis,Construção Civil,41,ME,SLU,2015,9,360000.0,,0,0,0,4.0,Ativa,1
SC00702,Chapecó,Oeste,Comércio Varejista,47,MEI,MEI,2013,11,81000.0,1.0,1,0,0,4.0,Baixada,0
SC00703,Lages,Serra,Alimentação e Hospedagem,56,Grande,LTDA,2018,6,407453847.69,11.0,1,0,0,2.0,Ativa,1
SC00704,Florianópolis,Grande Florianópolis,Construção Civil,41,ME,LTDA,2013,11,300039.87,8.0,1,0,0,0.0,Ativa,1
SC00705,Itajaí,Vale do Itajaí,Serviços,74,MEI,MEI,2022,2,81000.0,1.0,0,0,0,1.0,Ativa,1
SC00706,Criciúma,Sul,Tecnologia da Informação,62,ME,LTDA,2023,1,360000.0,5.0,1,0,0,7.0,Ativa,1
SC00707,Florianópolis,Grande Florianópolis,Indústria Têxtil,13,MEI,MEI,2017,7,,1.0,0,1,0,4.0,Baixada,0
SC00708,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2023,1,81000.0,1.0,0,0,0,1.0,Ativa,1
SC00709,Joinville,Norte,Construção Civil,41,MEI,MEI,2023,1,81000.0,1.0,1,0,0,0.0,Baixada,0
SC00710,Joinville,Norte,Serviços,74,ME,EI,2017,7,148925.65,1.0,0,0,0,3.0,Ativa,1
SC00711,Blumenau,Vale do Itajaí,Comércio Varejista,47,ME,SLU,2022,2,141975.96,7.0,0,1,0,4.0,Baixada,0
SC00712,Blumenau,Vale do Itajaí,Indústria Metalmecânica,25,MEI,MEI,2020,4,81000.0,,0,0,0,5.0,Ativa,1
SC00713,Itajaí,Vale do Itajaí,Tecnologia da Informação,62,MEI,MEI,2016,8,81000.0,1.0,0,1,0,6.0,Ativa,1
SC00714,Jaraguá do Sul,Norte,Comércio Varejista,47,MEI,MEI,2011,13,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00715,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2010,14,81000.0,1.0,0,0,0,2.0,Baixada,0
SC00716,São Bento do Sul,Norte,Comércio Varejista,47,MEI,MEI,2023,1,81000.0,1.0,0,1,0,2.0,Ativa,1
SC00717,Chapecó,Oeste,Construção Civil,41,MEI,MEI,2022,2,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00718,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,ME,SLU,2015,9,355732.88,10.0,0,0,0,2.0,Ativa,1
SC00719,São José,Grande Florianópolis,Construção Civil,41,MEI,MEI,2012,12,81000.0,1.0,0,1,0,1.0,Ativa,1
SC00720,Lages,Serra,Alimentação e Hospedagem,56,MEI,MEI,2010,14,81000.0,1.0,0,0,1,2.0,Ativa,1
SC00721,Blumenau,Vale do Itajaí,Construção Civil,41,MEI,MEI,2015,9,81000.0,1.0,0,0,0,2.0,Baixada,0
SC00722,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,ME,LTDA,2019,5,,6.0,0,0,0,3.0,Ativa,1
SC00723,Blumenau,Vale do Itajaí,Serviços,74,MEI,MEI,2018,6,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00724,Jaraguá do Sul,Norte,Serviços,74,ME,LTDA,2021,3,360000.0,3.0,1,0,0,3.0,Baixada,0
SC00725,Palhoça,Grande Florianópolis,Saúde e Bem-estar,86,ME,LTDA,2017,7,224780.21,5.0,0,1,0,6.0,Ativa,1
SC00726,Joinville,Norte,Serviços,74,ME,LTDA,2017,7,155871.33,4.0,0,0,0,2.0,Ativa,1
SC00727,Jaraguá do Sul,Norte,Comércio Varejista,47,ME,EI,2023,1,81617.23,2.0,0,0,0,2.0,Ativa,1
SC00728,Balneário Camboriú,Vale do Itajaí,Tecnologia da Informação,62,EPP,LTDA,2012,12,771379.97,3.0,0,1,0,6.0,Ativa,1
SC00729,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,MEI,MEI,2012,12,81000.0,1.0,1,0,0,2.0,Ativa,1
SC00730,Brusque,Vale do Itajaí,Serviços,74,MEI,MEI,2016,8,81000.0,1.0,1,0,0,5.0,Baixada,0
SC00731,Lages,Serra,Comércio Varejista,47,ME,EI,2016,8,360000.0,3.0,0,0,0,2.0,Suspensa,0
SC00732,Blumenau,Vale do Itajaí,Construção Civil,41,ME,LTDA,2012,12,124302.75,8.0,0,0,0,1.0,Baixada,0
SC00733,Itajaí,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,0,1,0,1.0,Baixada,0
SC00734,Camboriú,Vale do Itajaí,Alimentação e Hospedagem,56,ME,LTDA,2017,7,167551.85,2.0,0,0,0,1.0,Ativa,1
SC00735,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2017,7,81000.0,1.0,0,0,0,0.0,Ativa,1
SC00736,Jaraguá do Sul,Norte,Indústria Metalmecânica,25,MEI,MEI,2014,10,81000.0,1.0,0,0,0,5.0,Baixada,0
SC00737,Joinville,Norte,Agronegócio,01,EPP,LTDA,2023,1,360001.0,6.0,0,1,0,,Ativa,1
SC00738,São José,Grande Florianópolis,Serviços,74,EPP,SLU,2010,14,465635.06,2.0,0,0,0,1.0,Baixada,0
SC00739,Itajaí,Vale do Itajaí,Comércio Varejista,47,Médio,LTDA,2017,7,4800001.0,3.0,1,1,0,3.0,Baixada,0
SC00740,São José,Grande Florianópolis,Comércio Varejista,47,ME,EI,2023,1,192229.32,7.0,1,0,0,1.0,Ativa,1
SC00741,Jaraguá do Sul,Norte,Indústria Têxtil,13,MEI,MEI,2011,13,81000.0,1.0,0,1,0,4.0,Ativa,1
SC00742,São Bento do Sul,Norte,Comércio Varejista,47,MEI,MEI,2019,5,,1.0,0,0,0,2.0,Suspensa,0
SC00743,Joinville,Norte,Comércio Varejista,47,ME,SLU,2014,10,332466.92,6.0,0,0,0,1.0,Ativa,1
SC00744,Tubarão,Sul,Serviços,74,MEI,MEI,2018,6,74567.7,1.0,0,0,0,3.0,Ativa,1
SC00745,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2023,1,81000.0,1.0,1,0,0,5.0,Suspensa,0
SC00746,Palhoça,Grande Florianópolis,Tecnologia da Informação,62,MEI,MEI,2012,12,81000.0,1.0,1,0,0,7.0,Ativa,1
SC00747,Palhoça,Grande Florianópolis,Construção Civil,41,ME,EI,2019,5,360000.0,7.0,0,0,0,0.0,Baixada,0
SC00748,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2022,2,81000.0,1.0,0,1,0,4.0,Ativa,1
SC00749,Florianópolis,Grande Florianópolis,Tecnologia da Informação,62,MEI,MEI,2023,1,81000.0,1.0,0,1,0,7.0,Ativa,1
SC00750,Blumenau,Vale do Itajaí,Indústria Têxtil,13,ME,EI,2015,9,237707.1,18.0,1,0,0,4.0,Baixada,0
SC00751,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2014,10,81000.0,1.0,0,0,0,3.0,Baixada,0
SC00752,Chapecó,Oeste,Serviços,74,ME,LTDA,2019,5,81001.0,5.0,0,0,0,3.0,Baixada,0
SC00753,Blumenau,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2023,1,81000.0,1.0,0,0,0,5.0,Ativa,1
SC00754,Tubarão,Sul,Alimentação e Hospedagem,56,MEI,MEI,2011,13,81000.0,1.0,1,0,0,2.0,Ativa,1
SC00755,Joinville,Norte,Alimentação e Hospedagem,56,MEI,MEI,2016,8,81000.0,,0,0,0,1.0,Baixada,0
SC00756,São José,Grande Florianópolis,Alimentação e Hospedagem,56,EPP,LTDA,2018,6,360001.0,3.0,1,0,0,1.0,Ativa,1
SC00757,São José,Grande Florianópolis,Indústria Metalmecânica,25,ME,LTDA,2011,13,360000.0,19.0,0,0,0,6.0,Ativa,1
SC00758,Florianópolis,Grande Florianópolis,Tecnologia da Informação,62,MEI,MEI,2018,6,81000.0,1.0,0,1,0,5.0,Ativa,1
SC00759,São José,Grande Florianópolis,Indústria Metalmecânica,25,ME,EI,2012,12,360000.0,17.0,1,0,0,5.0,Ativa,1
SC00760,Blumenau,Vale do Itajaí,Serviços,74,MEI,MEI,2017,7,63899.9,1.0,1,0,0,3.0,Ativa,1
SC00761,Palhoça,Grande Florianópolis,Construção Civil,41,MEI,MEI,2014,10,81000.0,1.0,0,0,0,2.0,Baixada,0
SC00762,Chapecó,Oeste,Alimentação e Hospedagem,56,ME,LTDA,2020,4,205716.16,8.0,1,0,0,2.0,Ativa,1
SC00763,Blumenau,Vale do Itajaí,Agronegócio,01,MEI,MEI,2014,10,81000.0,1.0,0,1,0,3.0,Suspensa,0
SC00764,São José,Grande Florianópolis,Indústria Têxtil,13,ME,EI,2017,7,337859.6,16.0,0,0,0,5.0,Ativa,1
SC00765,Lages,Serra,Tecnologia da Informação,62,ME,LTDA,2013,11,356841.78,3.0,1,1,0,4.0,Ativa,1
SC00766,São José,Grande Florianópolis,Tecnologia da Informação,62,Grande,S/A,2023,1,1000000000.0,1.0,0,0,0,9.0,Ativa,1
SC00767,São Bento do Sul,Norte,Comércio Varejista,47,MEI,MEI,2022,2,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00768,Camboriú,Vale do Itajaí,Serviços,74,MEI,MEI,2015,9,81000.0,1.0,1,0,0,1.0,Ativa,1
SC00769,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2017,7,81000.0,1.0,0,0,0,1.0,Ativa,1
SC00770,Florianópolis,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2010,14,81000.0,1.0,0,0,0,4.0,Baixada,0
SC00771,Criciúma,Sul,Comércio Varejista,47,MEI,MEI,2019,5,81000.0,1.0,0,1,0,4.0,Ativa,1
SC00772,Blumenau,Vale do Itajaí,Tecnologia da Informação,62,EPP,LTDA,2010,14,360001.0,2.0,0,0,0,5.0,Suspensa,0
SC00773,São José,Grande Florianópolis,Serviços,74,MEI,MEI,2020,4,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00774,Lages,Serra,Saúde e Bem-estar,86,ME,LTDA,2013,11,360000.0,4.0,0,1,0,3.0,Baixada,0
SC00775,Criciúma,Sul,Alimentação e Hospedagem,56,MEI,MEI,2019,5,81000.0,1.0,1,0,0,3.0,Ativa,1
SC00776,Balneário Camboriú,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2010,14,81000.0,1.0,0,0,0,4.0,Baixada,0
SC00777,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,MEI,MEI,2014,10,,1.0,0,0,1,3.0,Baixada,0
SC00778,Blumenau,Vale do Itajaí,Construção Civil,41,MEI,MEI,2011,13,81000.0,1.0,0,0,0,2.0,Baixada,0
SC00779,Criciúma,Sul,Comércio Varejista,47,Grande,LTDA,2017,7,300000001.0,2.0,0,1,0,4.0,Baixada,0
SC00780,Blumenau,Vale do Itajaí,Alimentação e Hospedagem,56,EPP,LTDA,2014,10,360001.0,2.0,0,0,0,1.0,Baixada,0
SC00781,Palhoça,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2018,6,81000.0,,0,0,0,1.0,Baixada,0
SC00782,Blumenau,Vale do Itajaí,Tecnologia da Informação,62,MEI,MEI,2023,1,81000.0,1.0,0,0,0,4.0,Ativa,1
SC00783,Camboriú,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2010,14,81000.0,1.0,0,1,0,5.0,Ativa,1
SC00784,Itajaí,Vale do Itajaí,Saúde e Bem-estar,86,Médio,S/A,2018,6,4800001.0,4.0,1,0,0,5.0,Ativa,1
SC00785,Balneário Camboriú,Vale do Itajaí,Serviços,74,MEI,MEI,2021,3,81000.0,1.0,0,0,0,4.0,Ativa,1
SC00786,Camboriú,Vale do Itajaí,Agronegócio,01,MEI,MEI,2023,1,81000.0,1.0,0,1,1,2.0,Suspensa,0
SC00787,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2020,4,,1.0,0,1,0,0.0,Ativa,1
SC00788,Tubarão,Sul,Serviços,74,ME,EI,2022,2,306962.83,3.0,0,0,0,2.0,Ativa,1
SC00789,Joinville,Norte,Serviços,74,ME,SLU,2023,1,,,1,0,0,0.0,Ativa,1
SC00790,Chapecó,Oeste,Serviços,74,MEI,MEI,2012,12,81000.0,1.0,0,0,0,0.0,Ativa,1
SC00791,Joinville,Norte,Comércio Varejista,47,MEI,MEI,2011,13,81000.0,1.0,0,0,0,3.0,Ativa,1
SC00792,Camboriú,Vale do Itajaí,Comércio Varejista,47,MEI,MEI,2021,3,81000.0,1.0,0,1,0,3.0,Ativa,1
SC00793,Itajaí,Vale do Itajaí,Serviços,74,MEI,MEI,2012,12,81000.0,1.0,1,0,0,3.0,Suspensa,0
SC00794,Joinville,Norte,Construção Civil,41,MEI,MEI,2016,8,81000.0,1.0,1,1,0,1.0,Baixada,0
SC00795,Florianópolis,Grande Florianópolis,Serviços,74,MEI,MEI,2016,8,70330.55,1.0,0,1,0,5.0,Ativa,1
SC00796,Itajaí,Vale do Itajaí,Serviços,74,Médio,LTDA,2012,12,5983084.36,1.0,1,1,0,,Baixada,0
SC00797,Tubarão,Sul,Saúde e Bem-estar,86,EPP,LTDA,2017,7,360001.0,4.0,0,0,0,3.0,Ativa,1
SC00798,Tubarão,Sul,Comércio Varejista,47,MEI,MEI,2012,12,81000.0,1.0,0,0,0,2.0,Ativa,1
SC00799,São José,Grande Florianópolis,Serviços,74,MEI,MEI,2021,3,67378.54,1.0,0,1,0,2.0,Ativa,1
SC00800,Chapecó,Oeste,Saúde e Bem-estar,86,ME,SLU,2011,13,360000.0,2.0,0,0,0,4.0,Ativa,1
SC00801,Palhoça,Grande Florianópolis,Comércio Varejista,47,MEI,MEI,2015,9,81000.0,1.0,0,0,0,1.0,Baixada,0
SC00802,Florianópolis,Grande Florianópolis,Alimentação e Hospedagem,56,MEI,MEI,2021,3,81000.0,1.0,1,0,0,0.0,Baixada,0
SC00803,São Bento do Sul,Norte,Construção Civil,41,MEI,MEI,2021,3,81000.0,1.0,0,0,0,0.0,Ativa,1
SC00804,São Bento do Sul,Norte,Serviços,74,ME,LTDA,2010,14,228664.17,7.0,0,0,0,1.0,Ativa,1
